year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2013,3,9,1555,25.0,1834,-1.0,B6,N597JB,153,JFK,MCO,126.0,944.0,15.0,55.0
2013,12,24,1419,-6.0,1539,-30.0,EV,N758EV,5259,LGA,MSN,117.0,812.0,14.0,19.0
2013,5,13,657,-3.0,945,-26.0,DL,N723TW,763,JFK,LAX,311.0,2475.0,6.0,57.0
2013,2,6,856,-4.0,1134,-1.0,DL,N304DQ,485,EWR,ATL,108.0,746.0,8.0,56.0
2013,10,6,1702,-5.0,1855,-18.0,B6,N337JB,1119,JFK,CLT,81.0,541.0,17.0,2.0
2013,3,10,1252,-8.0,1354,-13.0,US,N732US,2175,LGA,DCA,41.0,214.0,12.0,52.0
2013,6,12,1457,7.0,1729,-17.0,B6,N324JB,629,JFK,HOU,181.0,1428.0,14.0,57.0
2013,6,9,1304,-1.0,1426,1.0,WN,N442WN,165,EWR,BNA,118.0,748.0,13.0,4.0
2013,1,9,1601,-4.0,1931,-13.0,DL,N923DL,1508,JFK,RSW,174.0,1074.0,16.0,1.0
2013,5,5,1255,-5.0,1531,-30.0,UA,N16701,1210,LGA,IAH,190.0,1416.0,12.0,55.0
2013,4,11,1200,-5.0,1430,5.0,MQ,N520MQ,4658,LGA,ATL,109.0,762.0,12.0,0.0
2013,5,22,600,-5.0,727,-8.0,MQ,N725MQ,4518,LGA,RDU,66.0,431.0,6.0,0.0
2013,2,18,945,-10.0,1225,-32.0,B6,N561JB,503,EWR,FLL,146.0,1065.0,9.0,45.0
2013,7,28,1745,0.0,1935,10.0,MQ,N516MQ,3301,LGA,RDU,65.0,431.0,17.0,45.0
2013,4,1,608,6.0,723,-3.0,EV,N13969,4608,EWR,MKE,118.0,725.0,6.0,8.0
2013,10,18,1312,-3.0,1520,0.0,9E,N824AY,3795,EWR,CVG,108.0,569.0,13.0,12.0
2013,12,5,844,-6.0,1040,5.0,AA,N4YUAA,313,LGA,ORD,130.0,733.0,8.0,44.0
2013,12,3,1649,19.0,1812,7.0,EV,N724EV,5293,LGA,ORF,46.0,296.0,16.0,49.0
2013,10,28,1311,1.0,1527,-3.0,FL,N983AT,348,LGA,ATL,108.0,762.0,13.0,11.0
2013,8,25,1429,0.0,1634,-25.0,MQ,N544MQ,3669,LGA,ATL,94.0,762.0,14.0,29.0
2013,7,7,630,0.0,902,-13.0,UA,N37263,1591,EWR,IAH,186.0,1400.0,6.0,30.0
2013,8,6,600,-5.0,842,3.0,B6,N805JB,583,JFK,MCO,124.0,944.0,6.0,0.0
2013,3,13,1610,-4.0,1908,3.0,UA,N541UA,676,EWR,SEA,339.0,2402.0,16.0,10.0
2013,11,4,752,-3.0,902,-8.0,MQ,N813MQ,3370,JFK,DCA,40.0,213.0,7.0,52.0
2013,3,13,1839,-6.0,2008,-22.0,MQ,N717MQ,4517,LGA,CRW,71.0,444.0,18.0,39.0
2013,9,25,635,0.0,854,-12.0,UA,N14230,1506,EWR,LAS,296.0,2227.0,6.0,35.0
2013,4,12,2328,38.0,26,28.0,B6,N579JB,1018,JFK,BOS,34.0,187.0,23.0,28.0
2013,5,13,1638,53.0,1812,27.0,MQ,N627MQ,4146,JFK,CMH,75.0,483.0,16.0,38.0
2013,11,9,858,-2.0,1133,-24.0,B6,N623JB,27,EWR,MCO,134.0,937.0,8.0,58.0
2013,2,22,1022,-8.0,1310,-30.0,AA,N319AA,19,JFK,LAX,327.0,2475.0,10.0,22.0
2013,11,10,604,-7.0,853,-19.0,B6,N775JB,601,JFK,FLL,150.0,1069.0,6.0,4.0
2013,9,18,1952,-8.0,2056,-18.0,US,N967UW,2162,LGA,BOS,39.0,184.0,19.0,52.0
2013,11,30,856,-3.0,1110,-10.0,EV,N15980,4113,EWR,IND,100.0,645.0,8.0,56.0
2013,12,17,2021,81.0,2255,90.0,9E,N8894A,4033,LGA,TYS,88.0,647.0,20.0,21.0
2013,1,4,1436,6.0,1757,-18.0,DL,N624AG,2126,JFK,SFO,357.0,2586.0,14.0,36.0
2013,4,25,1153,-7.0,1247,-25.0,EV,N14116,4179,EWR,BTV,38.0,266.0,11.0,53.0
2013,3,5,835,-10.0,1028,-29.0,US,N763US,1429,LGA,CLT,87.0,544.0,8.0,35.0
2013,5,31,1743,-2.0,2054,-12.0,DL,N3758Y,1394,JFK,PDX,323.0,2454.0,17.0,43.0
2013,8,5,832,-9.0,945,-19.0,EV,N16987,5827,EWR,RIC,55.0,277.0,8.0,32.0
2013,6,25,1545,0.0,1914,14.0,AA,N336AA,133,JFK,LAX,330.0,2475.0,15.0,45.0
2013,10,18,1416,6.0,1642,5.0,FL,N896AT,349,LGA,ATL,120.0,762.0,14.0,16.0
2013,2,20,1131,-4.0,1446,0.0,DL,N367NW,950,LGA,FLL,163.0,1076.0,11.0,31.0
2013,6,8,2241,-4.0,2348,-13.0,B6,N190JB,128,JFK,BTV,46.0,266.0,22.0,41.0
2013,10,27,1856,-3.0,2127,-32.0,UA,N27722,1128,LGA,IAH,187.0,1416.0,18.0,56.0
2013,12,3,1542,-6.0,1816,-11.0,DL,N325US,1705,LGA,MSY,170.0,1183.0,15.0,42.0
2013,1,22,906,37.0,1113,61.0,EV,N13914,3815,EWR,GSO,84.0,445.0,9.0,6.0
2013,7,25,1641,11.0,1903,18.0,MQ,N828MQ,3556,LGA,DTW,89.0,502.0,16.0,41.0
2013,3,14,1930,-5.0,2047,-9.0,9E,N836AY,3650,JFK,PHL,27.0,94.0,19.0,30.0
2013,1,4,1118,-12.0,1350,-55.0,UA,N512UA,703,JFK,LAX,309.0,2475.0,11.0,18.0
2013,6,21,1254,-6.0,1506,-13.0,EV,N741EV,5148,EWR,ATL,109.0,746.0,12.0,54.0
2013,8,20,2037,25.0,2322,2.0,UA,N37263,1201,EWR,SEA,323.0,2402.0,20.0,37.0
2013,12,22,839,22.0,1034,16.0,EV,N12924,4691,EWR,DAY,96.0,533.0,8.0,39.0
2013,6,20,1827,-3.0,2014,-24.0,DL,N349NB,2131,LGA,DTW,77.0,502.0,18.0,27.0
2013,7,6,2024,4.0,2240,-24.0,EV,N24103,4204,EWR,OKC,172.0,1325.0,20.0,24.0
2013,12,20,1913,13.0,2139,-2.0,DL,N339NB,1715,LGA,MSY,177.0,1183.0,19.0,13.0
2013,4,25,1341,26.0,1457,24.0,EV,N12540,5793,EWR,RIC,58.0,277.0,13.0,41.0
2013,8,19,811,-4.0,1002,-28.0,9E,N605LR,3538,JFK,MSP,144.0,1029.0,8.0,11.0
2013,6,15,1508,-7.0,1747,-31.0,DL,N952DL,2181,LGA,MCO,119.0,950.0,15.0,8.0
2013,3,26,1927,-2.0,2244,1.0,DL,N905DE,1854,LGA,FLL,154.0,1076.0,19.0,27.0
2013,8,31,1117,-3.0,1228,-5.0,B6,N316JB,208,JFK,PWM,51.0,273.0,11.0,17.0
2013,2,20,2155,55.0,2323,48.0,MQ,N829MQ,4507,LGA,RDU,72.0,431.0,21.0,55.0
2013,11,12,2223,-6.0,2336,-15.0,B6,N267JB,486,JFK,ROC,52.0,264.0,22.0,23.0
2013,1,25,1700,1.0,1802,-20.0,UA,N434UA,531,EWR,BOS,42.0,200.0,17.0,0.0
2013,2,26,1250,0.0,1454,-41.0,WN,N967WN,564,LGA,DEN,217.0,1620.0,12.0,50.0
2013,5,28,2000,0.0,2136,20.0,US,N751UW,2189,LGA,DCA,66.0,214.0,20.0,0.0
2013,7,30,938,8.0,1234,4.0,WN,N752SW,1983,EWR,AUS,205.0,1504.0,9.0,38.0
2013,11,6,1914,24.0,2214,15.0,DL,N321NB,1854,LGA,FLL,156.0,1076.0,19.0,14.0
2013,4,25,650,-3.0,905,-13.0,UA,N537UA,343,LGA,DEN,235.0,1620.0,6.0,50.0
2013,3,6,513,-2.0,724,-46.0,UA,N75854,1545,EWR,IAH,175.0,1400.0,5.0,13.0
2013,5,21,1436,16.0,1727,0.0,UA,N34282,1164,EWR,FLL,150.0,1065.0,14.0,36.0
2013,9,6,1454,-5.0,1612,-10.0,B6,N206JB,1734,JFK,BTV,49.0,266.0,14.0,54.0
2013,4,5,930,15.0,1230,0.0,VX,N635VA,161,EWR,LAX,339.0,2454.0,9.0,30.0
2013,4,10,954,29.0,1120,10.0,AA,N554AA,1855,LGA,STL,127.0,888.0,9.0,54.0
2013,5,2,852,-8.0,1016,-22.0,UA,N402UA,544,LGA,ORD,104.0,733.0,8.0,52.0
2013,4,16,1153,-7.0,1424,-14.0,DL,N679DA,1947,LGA,ATL,109.0,762.0,11.0,53.0
2013,4,15,1403,4.0,1552,-2.0,MQ,N534MQ,4577,LGA,CLT,80.0,544.0,14.0,3.0
2013,8,22,711,-4.0,1007,-3.0,VX,N630VA,399,JFK,LAX,311.0,2475.0,7.0,11.0
2013,12,23,652,-3.0,935,-5.0,AA,N3FJAA,1263,JFK,LAS,316.0,2248.0,6.0,52.0
2013,7,25,1431,167.0,1557,161.0,EV,N12126,4212,EWR,RDU,69.0,416.0,14.0,31.0
2013,3,22,959,-1.0,1146,-23.0,US,N764US,1277,LGA,CLT,82.0,544.0,9.0,59.0
2013,12,12,1014,8.0,1144,19.0,EV,N820AS,5736,LGA,IAD,49.0,229.0,10.0,14.0
2013,9,8,623,8.0,759,-14.0,US,N192UW,1989,EWR,CLT,78.0,529.0,6.0,23.0
2013,6,4,1453,-2.0,1743,-9.0,B6,N587JB,63,JFK,TPA,145.0,1005.0,14.0,53.0
2013,6,8,1658,-2.0,1914,3.0,B6,N190JB,1085,JFK,CLT,101.0,541.0,16.0,58.0
2013,6,15,642,-3.0,848,-20.0,US,N510UW,15,JFK,PHX,281.0,2153.0,6.0,42.0
2013,10,1,1119,-6.0,1244,-26.0,AA,N3BVAA,327,LGA,ORD,113.0,733.0,11.0,19.0
2013,1,11,824,-10.0,1018,-21.0,EV,N12967,4230,EWR,GRR,95.0,605.0,8.0,24.0
2013,3,20,1619,19.0,1804,16.0,9E,N929XJ,3459,JFK,BNA,114.0,765.0,16.0,19.0
2013,1,17,1334,49.0,1614,60.0,EV,N751EV,4950,EWR,ATL,128.0,746.0,13.0,34.0
2013,11,21,1000,-5.0,1224,9.0,DL,N321US,2319,LGA,MSP,150.0,1020.0,10.0,0.0
2013,12,9,1735,10.0,2055,8.0,UA,N852UA,237,EWR,PDX,353.0,2434.0,17.0,35.0
2013,3,27,854,-6.0,1014,-21.0,EV,N741EV,5025,LGA,BTV,44.0,258.0,8.0,54.0
2013,1,31,2037,32.0,2331,33.0,UA,N412UA,647,EWR,MCO,150.0,937.0,20.0,37.0
2013,2,26,1657,-3.0,2145,-19.0,DL,N3758Y,329,JFK,SJU,200.0,1598.0,16.0,57.0
2013,11,14,1414,-6.0,1540,-15.0,AA,N483AA,337,LGA,ORD,116.0,733.0,14.0,14.0
2013,5,9,938,9.0,1222,14.0,UA,N503UA,595,EWR,LAS,281.0,2227.0,9.0,38.0
2013,12,10,1504,-11.0,1731,11.0,MQ,N694MQ,2793,JFK,CMH,94.0,483.0,15.0,4.0
2013,5,29,914,-6.0,1212,-13.0,AA,N4WLAA,1739,EWR,DFW,187.0,1372.0,9.0,14.0
2013,6,29,820,-5.0,1103,-2.0,AA,N3FSAA,719,LGA,DFW,190.0,1389.0,8.0,20.0
2013,4,27,1641,-3.0,1809,-11.0,UA,N75410,1464,EWR,CLE,62.0,404.0,16.0,41.0
2013,12,23,1438,-6.0,1558,-7.0,B6,N324JB,286,JFK,ROC,56.0,264.0,14.0,38.0
2013,10,13,1810,10.0,2132,18.0,UA,N87507,1022,EWR,LAX,333.0,2454.0,18.0,10.0
2013,6,30,1658,3.0,2000,-12.0,UA,N37427,1284,EWR,SFO,327.0,2565.0,16.0,58.0
2013,3,7,2029,23.0,2323,8.0,UA,N17730,1680,EWR,MIA,148.0,1085.0,20.0,29.0
2013,2,26,1814,-1.0,1953,-49.0,9E,N601LR,3542,JFK,MSP,135.0,1029.0,18.0,14.0
2013,7,14,1051,-2.0,1304,-34.0,UA,N11206,1178,EWR,IAH,170.0,1400.0,10.0,51.0
2013,12,27,1635,5.0,1952,0.0,UA,N807UA,364,EWR,SEA,355.0,2402.0,16.0,35.0
2013,7,12,1241,-4.0,1347,-8.0,AA,N3KNAA,1850,JFK,BOS,39.0,187.0,12.0,41.0
2013,5,29,2111,6.0,2255,-10.0,MQ,N722MQ,4573,LGA,DTW,82.0,502.0,21.0,11.0
2013,5,19,2026,87.0,2257,83.0,9E,N909XJ,3403,JFK,MCI,146.0,1113.0,20.0,26.0
2013,6,12,2154,-5.0,2308,-21.0,EV,N13965,4580,EWR,BTV,45.0,266.0,21.0,54.0
2013,6,25,1912,123.0,2217,143.0,B6,N706JB,327,EWR,MCO,123.0,937.0,19.0,12.0
2013,7,16,1706,-1.0,1833,-20.0,UA,N77510,1424,LGA,ORD,100.0,733.0,17.0,6.0
2013,3,20,1201,101.0,1504,94.0,AA,N3FCAA,731,LGA,DFW,202.0,1389.0,12.0,1.0
2013,12,6,1628,-2.0,1917,-23.0,UA,N37462,1242,EWR,FLL,150.0,1065.0,16.0,28.0
2013,7,29,850,15.0,1037,13.0,EV,N15574,4519,EWR,AVL,88.0,583.0,8.0,50.0
2013,11,28,1440,0.0,1620,5.0,MQ,N528MQ,3493,LGA,CLE,72.0,419.0,14.0,40.0
2013,10,12,1705,20.0,1825,5.0,MQ,N643MQ,3216,JFK,ORF,54.0,290.0,17.0,5.0
2013,11,1,855,-5.0,1217,-11.0,DL,N710TW,269,JFK,SFO,351.0,2586.0,8.0,55.0
2013,3,12,557,-8.0,911,4.0,B6,N729JB,501,JFK,FLL,164.0,1069.0,5.0,57.0
2013,4,21,1442,-3.0,1633,-12.0,US,N163US,1445,LGA,CLT,89.0,544.0,14.0,42.0
2013,8,27,1825,-5.0,1918,-22.0,MQ,N644MQ,3044,JFK,BWI,38.0,184.0,18.0,25.0
2013,2,4,2256,7.0,2357,1.0,B6,N183JB,22,JFK,SYR,43.0,209.0,22.0,56.0
2013,3,31,624,-5.0,812,-14.0,US,N452UW,1125,EWR,CLT,87.0,529.0,6.0,24.0
2013,5,1,1223,-5.0,1337,-10.0,B6,N258JB,66,JFK,BUF,53.0,301.0,12.0,23.0
2013,11,27,1904,4.0,17,18.0,AA,N613AA,1029,JFK,SJU,206.0,1598.0,19.0,4.0
2013,7,15,822,-8.0,931,-19.0,AA,N3CUAA,1838,JFK,BOS,44.0,187.0,8.0,22.0
2013,8,31,1638,3.0,1954,11.0,DL,N906DE,1902,LGA,PBI,135.0,1035.0,16.0,38.0
2013,10,29,701,-9.0,1001,-24.0,AA,N327AA,1345,JFK,MIA,140.0,1089.0,7.0,1.0
2013,10,22,2343,-16.0,347,-3.0,B6,N592JB,745,JFK,PSE,205.0,1617.0,23.0,43.0
2013,5,4,659,-1.0,758,-27.0,WN,N8305E,1362,LGA,MDW,99.0,725.0,6.0,59.0
2013,5,16,1606,16.0,1746,38.0,EV,N16954,3824,EWR,BNA,115.0,748.0,16.0,6.0
2013,5,30,1827,17.0,2002,2.0,MQ,N3AEMQ,4626,LGA,CMH,68.0,479.0,18.0,27.0
2013,6,6,1843,-2.0,2134,-22.0,DL,N929DL,2391,JFK,TPA,144.0,1005.0,18.0,43.0
2013,1,11,1441,-5.0,1725,-32.0,UA,N452UA,337,LGA,IAH,203.0,1416.0,14.0,41.0
2013,5,20,727,87.0,840,89.0,EV,N834AS,5716,JFK,IAD,42.0,228.0,7.0,27.0
2013,5,27,710,-5.0,847,-24.0,DL,N957DL,831,LGA,DTW,79.0,502.0,7.0,10.0
2013,2,27,1517,12.0,1951,-9.0,B6,N534JB,703,JFK,SJU,190.0,1598.0,15.0,17.0
2013,8,19,557,-3.0,850,-1.0,B6,N706JB,371,LGA,FLL,147.0,1076.0,5.0,57.0
2013,1,31,2128,3.0,2233,-1.0,UA,N37263,1066,EWR,BOS,38.0,200.0,21.0,28.0
2013,2,28,1655,-5.0,1913,-42.0,AA,N3HVAA,257,JFK,LAS,293.0,2248.0,16.0,55.0
2013,7,13,611,11.0,834,0.0,B6,N583JB,27,EWR,MCO,127.0,937.0,6.0,11.0
2013,11,20,2209,-6.0,2258,-19.0,EV,N14902,4233,EWR,ALB,27.0,143.0,22.0,9.0
2013,8,6,654,-6.0,837,2.0,AA,N554AA,305,LGA,ORD,124.0,733.0,6.0,54.0
2013,5,12,1052,2.0,1353,18.0,UA,N421UA,318,EWR,IAH,216.0,1400.0,10.0,52.0
2013,8,30,829,-1.0,1034,-29.0,EV,N753EV,4895,LGA,SAV,92.0,722.0,8.0,29.0
2013,11,2,759,-6.0,1038,-17.0,AA,N3DJAA,1111,LGA,DFW,199.0,1389.0,7.0,59.0
2013,8,16,911,-4.0,1124,2.0,EV,N13969,5813,EWR,IND,100.0,645.0,9.0,11.0
2013,2,28,822,-3.0,1019,-7.0,US,N676AW,487,JFK,CLT,92.0,541.0,8.0,22.0
2013,1,7,1504,74.0,1807,59.0,UA,N37273,1164,EWR,FLL,157.0,1065.0,15.0,4.0
2013,10,2,1853,-7.0,1954,-20.0,US,N945UW,2160,LGA,BOS,41.0,184.0,18.0,53.0
2013,7,21,1105,-10.0,1302,-3.0,MQ,N721MQ,3281,LGA,CMH,76.0,479.0,11.0,5.0
2013,2,21,541,-4.0,1001,-22.0,B6,N796JB,725,JFK,BQN,181.0,1576.0,5.0,41.0
2013,1,7,49,50.0,531,47.0,B6,N598JB,739,JFK,PSE,202.0,1617.0,0.0,49.0
2013,7,19,1529,0.0,1734,-2.0,UA,N567UA,485,EWR,DEN,205.0,1605.0,15.0,29.0
2013,5,16,1408,-7.0,1559,-20.0,B6,N306JB,1275,JFK,CHS,96.0,636.0,14.0,8.0
2013,10,30,804,-1.0,1029,-18.0,9E,N935XJ,3528,LGA,JAX,119.0,833.0,8.0,4.0
2013,3,7,654,-6.0,1012,-17.0,UA,N17719,1162,EWR,SNA,349.0,2434.0,6.0,54.0
2013,4,20,1327,20.0,1450,25.0,B6,N206JB,32,JFK,ROC,57.0,264.0,13.0,27.0
2013,5,8,1511,76.0,1708,69.0,EV,N18557,4687,EWR,CVG,92.0,569.0,15.0,11.0
2013,1,28,1547,-3.0,1822,2.0,9E,N600LR,3355,JFK,MSP,173.0,1029.0,15.0,47.0
2013,6,21,1026,-4.0,1231,-17.0,DL,N3762Y,1529,JFK,LAS,286.0,2248.0,10.0,26.0
2013,1,23,1237,-8.0,1334,-16.0,AA,N3ANAA,1850,JFK,BOS,39.0,187.0,12.0,37.0
2013,8,22,628,3.0,741,1.0,WN,N8316H,1708,LGA,MDW,105.0,725.0,6.0,28.0
2013,4,22,625,-5.0,947,19.0,UA,N564UA,707,EWR,FLL,175.0,1065.0,6.0,25.0
2013,7,30,1530,0.0,1754,-1.0,MQ,N656MQ,3202,JFK,IND,104.0,665.0,15.0,30.0
2013,12,11,2048,43.0,14,64.0,B6,N536JB,1201,JFK,FLL,167.0,1069.0,20.0,48.0
2013,8,15,2127,-3.0,2351,-8.0,B6,N190JB,1677,JFK,JAX,125.0,828.0,21.0,27.0
2013,9,17,858,-2.0,1221,4.0,DL,N711ZX,1765,JFK,SFO,351.0,2586.0,8.0,58.0
2013,7,2,1458,-1.0,1818,17.0,9E,N925XJ,3325,JFK,DFW,200.0,1391.0,14.0,58.0
2013,4,11,1521,11.0,1809,-6.0,UA,N491UA,509,EWR,AUS,210.0,1504.0,15.0,21.0
2013,11,27,605,-5.0,922,7.0,AA,N5EBAA,1205,EWR,MIA,170.0,1085.0,6.0,5.0
2013,4,4,2103,-2.0,2304,5.0,EV,N12996,4700,EWR,CLT,94.0,529.0,21.0,3.0
2013,3,7,837,29.0,1002,39.0,EV,N12540,4233,EWR,BTV,43.0,266.0,8.0,37.0
2013,7,31,1704,-6.0,1840,-25.0,B6,N266JB,1185,JFK,RDU,70.0,427.0,17.0,4.0
2013,8,20,1724,-2.0,1939,2.0,EV,N13553,4113,EWR,IND,93.0,645.0,17.0,24.0
2013,8,27,1321,-7.0,1509,-21.0,9E,N8416B,3795,EWR,CVG,86.0,569.0,13.0,21.0
2013,10,20,1654,-6.0,1956,1.0,AA,N3DYAA,211,JFK,IAH,222.0,1417.0,16.0,54.0
2013,3,19,1703,18.0,2015,7.0,DL,N3758Y,1394,JFK,PDX,336.0,2454.0,17.0,3.0
2013,9,25,1623,35.0,1959,53.0,UA,N12221,1583,EWR,SFO,356.0,2565.0,16.0,23.0
2013,11,15,1457,-3.0,1815,12.0,DL,N317NB,1935,LGA,TPA,167.0,1010.0,14.0,57.0
2013,10,8,1322,-8.0,1644,12.0,B6,N652JB,431,LGA,SRQ,158.0,1047.0,13.0,22.0
2013,10,6,1901,6.0,2222,55.0,DL,N707TW,87,JFK,ATL,113.0,760.0,19.0,1.0
2013,10,11,858,-2.0,1134,-10.0,DL,N335NB,1747,LGA,ATL,105.0,762.0,8.0,58.0
2013,1,8,2204,5.0,2309,3.0,EV,N14568,4322,EWR,PWM,45.0,284.0,22.0,4.0
2013,2,10,1301,1.0,1509,3.0,9E,N8775A,3762,EWR,CVG,94.0,569.0,13.0,1.0
2013,2,20,1252,-8.0,1423,-17.0,AA,N4YUAA,329,LGA,ORD,120.0,733.0,12.0,52.0
2013,3,22,751,-4.0,1018,-8.0,UA,N564UA,561,LGA,DEN,229.0,1620.0,7.0,51.0
2013,2,16,1728,8.0,1933,-24.0,DL,N363NW,884,LGA,DEN,212.0,1620.0,17.0,28.0
2013,12,9,737,-3.0,955,13.0,EV,N12900,4297,EWR,DTW,100.0,488.0,7.0,37.0
2013,11,17,1807,3.0,2157,29.0,UA,N850UA,321,EWR,LAX,352.0,2454.0,18.0,7.0
2013,1,18,1503,18.0,1640,6.0,EV,N29917,4596,EWR,STL,142.0,872.0,15.0,3.0
2013,10,10,2138,83.0,2250,66.0,B6,N346JB,702,JFK,BUF,45.0,301.0,21.0,38.0
2013,7,27,1758,-1.0,2058,0.0,UA,N596UA,535,JFK,LAX,322.0,2475.0,17.0,58.0
2013,5,2,748,-7.0,935,-30.0,9E,N937XJ,3353,JFK,DTW,74.0,509.0,7.0,48.0
2013,10,26,953,-7.0,1330,12.0,DL,N320US,954,LGA,FLL,147.0,1076.0,9.0,53.0
2013,3,10,1439,-6.0,1752,-9.0,DL,N347NB,1531,LGA,RSW,154.0,1080.0,14.0,39.0
2013,9,25,827,-8.0,955,-23.0,EV,N15912,4711,EWR,STL,124.0,872.0,8.0,27.0
2013,10,30,1024,-6.0,1259,-25.0,B6,N592JB,925,JFK,TPA,137.0,1005.0,10.0,24.0
2013,2,28,905,-5.0,1016,-16.0,B6,N328JB,20,JFK,ROC,53.0,264.0,9.0,5.0
2013,9,10,1004,-1.0,1210,-4.0,DL,N995DL,2319,LGA,MSP,141.0,1020.0,10.0,4.0
2013,9,8,1933,-2.0,2203,-26.0,B6,N534JB,225,JFK,TPA,129.0,1005.0,19.0,33.0
2013,4,25,1035,5.0,1250,40.0,AA,N599AA,321,LGA,ORD,116.0,733.0,10.0,35.0
2013,4,14,631,-1.0,744,-1.0,B6,N184JB,1305,JFK,IAD,53.0,228.0,6.0,31.0
2013,8,17,1853,0.0,2039,-20.0,US,N192UW,1823,LGA,CLT,85.0,544.0,18.0,53.0
2013,4,4,1758,22.0,2013,31.0,EV,N12567,4382,EWR,DTW,89.0,488.0,17.0,58.0
2013,4,13,1110,-5.0,1406,-11.0,UA,N555UA,703,JFK,LAX,334.0,2475.0,11.0,10.0
2013,1,7,659,-1.0,1011,-8.0,DL,N922DL,2003,LGA,MIA,159.0,1096.0,6.0,59.0
2013,7,4,948,-7.0,1227,-23.0,AA,N515AA,731,LGA,DFW,183.0,1389.0,9.0,48.0
2013,6,30,1149,-11.0,1323,-22.0,MQ,N723MQ,3572,LGA,CLE,71.0,419.0,11.0,49.0
2013,8,13,846,-9.0,1244,39.0,AA,N5EVAA,647,JFK,MIA,156.0,1089.0,8.0,46.0
2013,7,13,1532,27.0,1646,-4.0,WN,N276WN,882,LGA,STL,116.0,888.0,15.0,32.0
2013,5,11,1753,24.0,2050,-20.0,VX,N635VA,193,EWR,SFO,335.0,2565.0,17.0,53.0
2013,1,9,2052,-8.0,2211,0.0,US,N711UW,2191,LGA,DCA,54.0,214.0,20.0,52.0
2013,10,30,1151,-5.0,1500,22.0,UA,N566UA,253,EWR,IAH,229.0,1400.0,11.0,51.0
2013,10,9,759,-1.0,1104,-13.0,DL,N987DL,2431,JFK,MIA,151.0,1089.0,7.0,59.0
2013,5,17,733,-6.0,812,-29.0,EV,N19966,3822,EWR,BDL,25.0,116.0,7.0,33.0
2013,10,19,1042,13.0,1305,16.0,US,N507AY,625,JFK,PHX,298.0,2153.0,10.0,42.0
2013,7,30,1719,8.0,2029,-10.0,B6,N583JB,167,JFK,OAK,345.0,2576.0,17.0,19.0
2013,10,15,2048,78.0,2236,72.0,9E,N921XJ,3331,JFK,RDU,70.0,427.0,20.0,48.0
2013,3,29,654,-5.0,937,-22.0,AA,N5FSAA,1815,JFK,MCO,134.0,944.0,6.0,54.0
2013,1,18,650,-5.0,902,-25.0,B6,N584JB,117,JFK,MSY,174.0,1182.0,6.0,50.0
2013,5,26,813,23.0,1046,11.0,B6,N708JB,983,LGA,TPA,135.0,1010.0,8.0,13.0
2013,2,5,857,-3.0,1130,-5.0,DL,N305DQ,485,EWR,ATL,112.0,746.0,8.0,57.0
2013,12,12,1913,-7.0,2222,-26.0,UA,N37290,1078,EWR,SAT,218.0,1569.0,19.0,13.0
2013,12,25,1448,-2.0,1634,-16.0,MQ,N534MQ,3199,LGA,CLT,89.0,544.0,14.0,48.0
2013,4,4,1452,-8.0,1618,-27.0,AA,N480AA,341,LGA,ORD,119.0,733.0,14.0,52.0
2013,10,27,1815,5.0,2107,-18.0,DL,N344NB,2139,LGA,MIA,150.0,1096.0,18.0,15.0
2013,10,21,1434,-1.0,1716,-16.0,DL,N358NB,1902,LGA,PBI,148.0,1035.0,14.0,34.0
2013,7,18,931,-2.0,1216,-19.0,B6,N708JB,271,LGA,FLL,145.0,1076.0,9.0,31.0
2013,11,14,1012,0.0,1145,-10.0,EV,N759EV,5149,LGA,RIC,55.0,292.0,10.0,12.0
2013,9,11,2139,109.0,9,114.0,MQ,N544MQ,3662,LGA,ATL,105.0,762.0,21.0,39.0
2013,8,27,1957,27.0,2149,-26.0,DL,N312US,2041,JFK,ATL,89.0,760.0,19.0,57.0
2013,4,2,1729,26.0,1901,25.0,B6,N507JB,36,JFK,ROC,53.0,264.0,17.0,29.0
2013,11,2,2038,-7.0,2247,-6.0,EV,N19554,4536,EWR,CVG,103.0,569.0,20.0,38.0
2013,5,10,1358,3.0,1608,4.0,EV,N14543,4294,EWR,SAV,104.0,708.0,13.0,58.0
2013,2,19,754,-6.0,1107,-20.0,DL,N962DL,2245,JFK,MIA,164.0,1089.0,7.0,54.0
2013,7,1,2000,0.0,2217,-12.0,DL,N943DL,1147,LGA,ATL,111.0,762.0,20.0,0.0
2013,5,20,2045,5.0,2345,-8.0,B6,N554JB,165,JFK,PDX,327.0,2454.0,20.0,45.0
2013,12,2,902,1.0,1209,12.0,UA,N39423,1170,EWR,FLL,164.0,1065.0,9.0,2.0
2013,2,27,1711,56.0,1908,30.0,DL,N344NB,2383,JFK,DTW,82.0,509.0,17.0,11.0
2013,10,23,925,-5.0,1238,3.0,UA,N419UA,456,EWR,FLL,156.0,1065.0,9.0,25.0
2013,3,7,1753,73.0,1935,65.0,WN,N294WN,2355,EWR,STL,129.0,872.0,17.0,53.0
2013,1,2,841,-9.0,1017,-18.0,MQ,N730MQ,4558,LGA,CLE,71.0,419.0,8.0,41.0
2013,3,27,752,-3.0,1053,-17.0,AA,N3EGAA,2267,LGA,MIA,159.0,1096.0,7.0,52.0
